record_id,taxon,evidence_type,subject,source_id,evidence_level,scope_note
E368,Artemisia species,cross_species_artemisinin_marker,"A SCAR marker screen across eight Artemisia species produced the proposed high-artemisinin band in A. annua and A. absinthium, which also showed higher HPLC artemisinin than other tested species",artemisia-high-artemisinin-scar-2015,primary_cross_species_artemisinin_marker_and_quantification,"supports a preliminary marker-assisted selection hypothesis; marker validation, intact pathway function, sampling, and clinical equivalence remain unresolved"
E369,Artemisia annua,historical_antimalarial_trial,"Myanmar-grown A. annua extracts were evaluated in an indexed antimalarial trial",annua-myanmar-extract-trial-1991,historical_primary_title_metadata,"title-level historical context only; recover the full text before extracting preparation, dose, parasite species, endpoint, or efficacy magnitude"
E370,Artemisia annua,matrix_synergy_review,"Leaf flavonoids were reviewed as possible partners affecting artemisinin activity, absorption, metabolism, and immunomodulation",annua-flavonoid-artemisinin-review-2010,review_matrix_and_pharmacokinetic_hypothesis,"flavonoids are non-terpenes; review-level synergy hypotheses require matched extract, purified-compound, exposure, and parasite assays"
E371,Artemisia annua,breeding_and_production_review,"Genetic improvement, breeding, tissue culture, and plant production were reviewed as routes to sustainable artemisinin supply",annua-breeding-review-2010,review_production_context,"supports historical production context; breeding gain is not evidence of natural evolution, pathway conservation, or parasite potency"
E372,Artemisia annua,postharvest_chemotype,"Drying aerial material from room temperature to 65 degrees C reduced oil yield from 1.12% to 0.37% and shifted profiles from monoterpene-rich toward sesquiterpene-rich material",annua-drying-temperature-oil-2008,primary_postharvest_essential_oil_chemistry,"supports drying as an experimental covariate; the sampled wild Iranian material does not define a species-wide optimum or efficacy result"
E373,Artemisia annua,stress_trichome_phenotype,"Field and greenhouse stress treatments produced mostly minor, clone- and leaf-position-dependent changes in glandular-trichome density and size",annua-stress-trichome-2012,primary_trichome_phenotyping,"rejects a universal stress-induced trichome-increase claim; trichome morphology is not equivalent to artemisinin flux or parasite potency"
E374,Artemisia annua,endophyte_antimalarial_metabolomics,"Metabolomics of A. annua fungal endophytes prioritized quinones and validated emodin and physcion as antimalarial candidates with IC50 values of 0.9 and 1.9 micromolar",annua-endophyte-antimalarial-metabolomics-2021,primary_endophyte_metabolomics_and_parasite_assay,"non-terpene endophyte metabolites are comparator leads; host plant provenance does not establish native plant terpene activity or endophyte-mediated in-planta flux"
E375,Artemisia annua,artemisinin_resistance_stewardship,"A review identified uncontrolled or unapproved A. annua use as a potential contributor to artemisinin drug pressure and resistance risk",annua-artemisinin-resistance-warning-2022,review_resistance_stewardship,"supports a stewardship hypothesis and quality boundary; it is not a direct resistance-evolution experiment"
E376,Artemisia annua,heme_activation_mechanism,"Pathologic extracellular hemin enhanced artemisinin activity against P. falciparum and increased lipid-peroxidation readouts, while vitamin E reduced the potentiation",artemisinin-extracellular-heme-2012,primary_heme_dependent_antimalarial_mechanism,"supports activation-dependent oxidative chemistry; it does not identify one lethal receptor or validate whole-plant dosing"
E377,Artemisia absinthium,regional_essential_oil_chemotype,"Western Ghats leaf oil contained 64 identified constituents, was oxygenated-monoterpene rich, and was dominated by borneol, methyl hinokiate, isobornyl acetate, beta-gurjunene, and caryophyllene oxide",absinthium-western-ghats-oil-2013,primary_absinthium_oil_chemistry_and_antimicrobial_assay,"supports a regional oxygenated-monoterpene chemotype and antimicrobial context; traditional anthelmintic use is not a measured vermifuge endpoint"
E378,Artemisia sieberi,wormicide_review_context,"A review reports a Middle Eastern wormicide reputation for A. sieberi oils, variable chemistry, and predominantly alpha/beta-thujone profiles while synthesizing fungal evidence",sieberi-wormicide-review-2017,review_wormicide_and_fungal_context,"wormicide reputation and fungal clinical evidence are not equivalent to a nematode assay, terpene causality, or A. absinthium efficacy"
E379,Artemisia inculta,schistosomiasis_safety,"Infected mice receiving 500 or 800 mg/kg crude ethanolic A. inculta extract showed reduced worm load and preserved bone-marrow cellularity, maturation, and morphology in the reported regimen",inculta-schistosomiasis-toxicity-2006,primary_helminth_model_and_bone_marrow_safety,"supports a species- and regimen-specific safety/efficacy signal; liver, brain, active chemistry, and human translation remain open"
E380,Artemisia species,traditional_to_modern_antimalarial_review,"Traditional Artemisia medicines and the transition to modern antimalarial development were synthesized in a focused review",artemisia-traditional-modern-antimalarial-review-2009,review_antimalarial_translation_context,"historical synthesis does not replace primary clinical, pharmacokinetic, or product-quality evidence"
E381,Artemisia annua,artemisinin_translation_review,"Artemisinin product development requires stronger crop quality, formulation scrutiny, bioequivalence, and combination validation as use expands",artemisinin-development-pitfalls-review-2011,review_product_quality_and_translation,"supports quality-control and translation requirements; does not add a new parasite potency estimate"
E382,Artemisia annua,artemisinin_production_review,"Plant cell culture, whole-plant production, precursor supply, and biotechnology strategies were reviewed as routes to increase artemisinin availability",annua-artemisinin-production-review-1997,review_historical_production_context,"historical production synthesis does not establish current yield, pathway completeness, or antiparasitic equivalence"
E383,Artemisia annua,artemisinin_radical_chemistry,"EPR experiments detected carbon-centered radicals from iron-catalyzed decomposition of artemisinin and related endoperoxides",artemisinin-free-radical-epr-1998,primary_artemisinin_activation_chemistry,"supports a radical-activation hypothesis and chemical product formation; it does not identify the necessary parasite target or prove in-vivo causality"
E384,Artemisia tridentata; Artemisia cana,cross_species_monoterpene_isolation,"Three Anthemideae taxa yielded 26 regular and irregular monoterpenes, including the first lavandulyl-skeletal type reported in Anthemideae",tridentata-cana-monomerpenes-2002,primary_cross_species_irregular_monoterpene_isolation,"expands confirmed C10 structural diversity; isolation from selected taxa does not establish abundance, pathway orthology, or antiparasitic activity"
E385,Artemisia annua,quantitative_pathway_analytical_method,"Validated LC-ESI-Q-TOF-MS/MS quantified artemisinin, arteannuin B, artemisitene, and artemisinic acid after rapid chloroform immersion with greater than 97% recovery",annua-artemisinin-precursor-ms-2006,primary_quantitative_pathway_chemistry,"supports a validated matched-metabolite workflow and gland-surface localization hypothesis; it does not alone establish in-vivo flux or cross-species comparability"
E386,Artemisia annua,developmental_artemisinin_chemotype,"Artemisinin peaked just before flowering in the reported vegetation-period study; one growth regulator increased content by approximately 30% and other Artemisia species generally lacked technically high levels",annua-vegetation-artemisinin-1986,primary_developmental_and_cross_species_artemisinin_chemistry,"supports stage- and source-dependent production; historical analytical methods and limited species sampling constrain generalization"
E387,Artemisia annua,endophyte_induction,"Endophytic Pseudonocardia colonized A. annua seedlings, up-regulated CYP71AV1/CPR under some conditions, and was associated with increased artemisinin",annua-pseudonocardia-endophyte-2012,primary_endophyte_plant_interaction_and_pathway_expression,"supports a plant-microbe induction hypothesis; dose, environment, growth effects, and correlation between expression and flux require matched replication"
E388,Artemisia annua,sesquiterpene_transport,"AaPDR3 expression was tissue- and developmentally regulated, and loss or gain of AaPDR3 changed beta-caryophyllene accumulation while yeast assays distinguished it from germacrene D and beta-farnesene",annua-pdr3-caryophyllene-2017,primary_transporter_genetics_and_heterologous_assay,"supports compound-selective transport; it does not establish conserved transporter function across Artemisia or parasite activity"
E389,Artemisia annua,trichome_and_cuticle_regulation,"AaMIXTA1 was expressed in glandular-trichome basal cells and its perturbation changed glandular-trichome number, cuticle biosynthesis, and artemisinin content",annua-mixta1-trichome-2018,primary_trichome_regulation_and_chemistry,"supports a plant-side developmental regulator; increased trichome number is not equivalent to terpene-wide flux or antiparasitic potency"
E390,Artemisia annua,posttranslational_regulation,"ABA-responsive AaAPK1 interacted with and phosphorylated AabZIP1, increasing transactivation of artemisinin genes and artemisinin production under the reported perturbations",annua-apk1-bzip1-2018,primary_kinase_regulation_and_perturbation,"supports a phosphorylation node in A. annua; engineered overexpression does not establish natural selection or cross-species conservation"
E391,Artemisia annua,peroxidase_and_metabolism,"Aa547 peroxidase showed modeled affinity for artemisinin and deoxyartemisinin, localized to peroxisomes, and inversely tracked artemisinin while positively tracking lignin in perturbation experiments",annua-peroxidase-metabolism-2019,primary_peroxidase_chemistry_and_perturbation,"supports a candidate catabolic/lignification branch; docking and inverse expression do not prove direct turnover or native flux"
E392,Artemisia annua,off_target_pharmacology,"Artemisinin directly activated recombinant and native TRPC3-containing calcium channels in heterologous and PC12-cell assays",artemisinin-trpc3-2020,primary_mammalian_off_target_pharmacology,"supports an off-parasite pharmacology and safety counter-screen; it is not evidence for a parasite target or botanical therapeutic window"
E393,Artemisia annua,uvb_transcriptional_regulation,"UV-B induced 10,705 differentially expressed genes and parallel regulatory programs for artemisinin and flavonoid accumulation; AaMYB4 activated artemisinin and flavonoid-pathway reporters",annua-uvb-parallel-transcriptome-2021,primary_environmental_transcriptomics_and_reporter_assay,"supports coordinated regulation under UV-B; parallel transcription does not prove chemical synergy or conserved regulation across species"
E394,Artemisia annua,heterologous_biosynthesis_review,"A review summarizes transfer of artemisinin production to microbial chassis, including reported artemisinic-acid titers up to 25 g/L in yeast and plant engineering strategies",annua-plant-to-yeast-review-2022,review_heterologous_biosynthesis,"supports production context and engineering hypotheses; fermentation output is not native plant abundance or parasite efficacy"
E395,Artemisia annua,annotation_quality,"Manual correction using second- and third-generation transcriptomes changed gene structure, alternative-splicing identification, expression estimation, and function prediction",annua-annotation-correction-2023,primary_annotation_quality_and_splicing,"supports annotation-aware comparative genomics; one corrected annotation does not settle orthology or pathway function"
E396,Artemisia argyi,triterpene_synthase_evolution,"AaOSC-22030 converted 2,3-oxidosqualene into diverse triterpene skeletons; residue S728 influenced promiscuity and S728Y produced dammarendiol II as an exclusive product in the reported mutants",argyi-osc-catalytic-promiscuity-2026,primary_triterpene_enzyme_mutagenesis_and_qmmm,"supports active-site determinants of C30 product diversity; computational and engineered results do not establish native abundance or antiparasitic activity"
E397,Artemisia annua,human_microbiome_biotransformation,"Seventeen human intestinal fungi produced isomerization and deoxygenation products from artemisinin, and transplantation experiments detected multiple isomers in antibiotic-treated mice",artemisinin-intestinal-fungi-2025,primary_artemisinin_microbiome_metabolism,"supports host-microbiome exposure as a translation variable; metabolites were evaluated for cancer cytotoxicity, not parasite efficacy or human clinical safety"
E398,Artemisia annua,computational_artemisinin_qsar,"DFT descriptors and QSAR models were used to relate artemisinin/derivative reactivity to activity against chloroquine-resistant P. falciparum W-2",artemisinin-dft-qsar-2013,computational_reactivity_and_activity_model,"supports hypothesis generation about peroxide reactivity; model fit does not establish target binding, causal chemistry, or new clinical candidates"
E399,Artemisia annua,computational_hemin_interaction,"Docking and 3-D-QSAR modeled artemisinin-analogue interactions with hemin and related experimental activity values",artemisinin-hemin-docking-2002,computational_hemin_docking_and_qsar,"supports a hemin-interaction hypothesis; docking does not establish binding geometry in vivo or a necessary parasite mechanism"
E400,Artemisia annua,supercritical_extraction,"Supercritical CO2 with 3% methanol at 50 degrees C and 15 MPa rapidly extracted artemisinin and artemisinic acid from six samples without reported analyte degradation",annua-supercritical-extraction-1997,primary_extraction_method,"supports process-specific recovery and analyte-stability comparison; extraction yield is not biological efficacy or native pathway flux"
E401,Artemisia annua,cyp71av1_evolutionary_reclassification,"One CYP71AV1-like copy (AMOHAP) showed greater catalytic-region similarity to germacrene A oxidases and recombinant protein demonstrated GAO activity rather than a simple canonical AMO interpretation",annua-cyp71av1-evolution-2024,primary_enzyme_evolution_and_reclassification,"supports catalytic specialization plus regulatory or expression-level loss as a pathway-evolution model; does not establish genus-wide orthology, native flux, or antiparasitic activity"
E402,Artemisia annua,hairy_root_artemisinin_dynamics,"Seven fast-growing hairy-root lines selected from 747 transformants differed in growth and artemisinin accumulation across culture conditions",annua-hairy-root-dynamics-1998,primary_hairy_root_production,"supports culture- and line-dependent production variation; transformed roots are not native aerial chemotypes or antiparasitic evidence"
E403,Artemisia annua,plant_density_chemotype,"A field-density experiment reported 7.4 kg artemisinin and 91 kg essential oil per hectare at 2.22 x 10^5 plants per hectare, with higher density increasing artemisinin yield at similar oil yield in the tested site",annua-density-yield-1997,primary_field_chemotype_and_yield,"supports canopy and agronomic context as covariates; one site and production endpoint do not establish pathway evolution or parasite potency"
E404,Artemisia annua,copper_stress_chemotype,"Across three soil-grown genotypes, 10 mg kg-1 copper increased artemisinin content whereas higher copper doses reduced accumulation and impaired growth at the highest treatment",annua-copper-stress-2020,primary_environmental_stress_and_genotype,"supports nonlinear genotype-by-environment effects on artemisinin; copper exposure is not an antiparasitic intervention or a transferable field recommendation"
E405,Artemisia annua,hydrogen_sulfide_trichome_regulation,"Hydrogen sulfide treatment alleviated copper-associated growth and photosynthetic injury, increased glandular-trichome traits, and increased artemisinin content in the reported A. annua experiment",annua-h2s-copper-stress-2022,primary_stress_trichome_and_pathway_perturbation,"supports stress-rescue coupling of trichome phenotype and artemisinin; engineered or exogenous treatment does not establish natural conservation or parasite activity"
E406,Artemisia annua,wrky17_defense_regulation,"AaWRKY17 bound W-boxes in the ADS promoter, increased artemisinin in transgenic plants, and reduced susceptibility to Pseudomonas syringae",annua-wrky17-defense-2021,primary_transcriptional_regulation_and_plant_defense,"supports a defense-linked ADS regulatory node in A. annua; it does not establish control of non-artemisinin terpenes, cross-species conservation, or antiparasitic action"
E407,Artemisia annua,mir160_arf1_trichome_regulation,"miR160 overexpression impaired glandular-trichome formation and artemisinin biosynthesis, while ARF1 activated AaDBR2 in transcriptomic, degradome, transient, and transgenic assays",annua-mir160-arf1-2023,primary_posttranscriptional_regulation_and_trichome,"supports a miRNA-to-transcription-factor control layer; A. annua engineering evidence does not establish genus-wide orthology or parasite efficacy"
E408,Artemisia annua,allele_aware_genome_context,"A 50th-anniversary perspective links artemisinin discovery to allele-aware A. annua genome assembly and frames allelic resolution as relevant to pathway interpretation",annua-allele-aware-genome-review-2022,review_genome_and_allele_context,"supports review framing for haplotype-aware analysis; it is not primary evidence for terpene abundance, orthology, or antiparasitic activity"
E409,Artemisia annua,hairy_root_artemisinin_production,"Ri-plasmid-transformed hairy roots produced artemisinin and responded differently to pH, sucrose, NAA, and gibberellin treatments",annua-hairy-root-ri-1995,primary_hairy_root_production,"supports culture-factor effects on artemisinin production; transformed roots are not native aerial chemotypes or antiparasitic evidence"
E410,Artemisia annua,nitric_oxide_cadmium_stress,"A nitric-oxide donor improved growth, photosynthetic/redox measures, trichome attributes, and artemisinin under defined cadmium stress",annua-no-cadmium-2023,primary_environmental_stress_and_trichome_perturbation,"supports a stress-rescue and trichome-production association; exogenous NO treatment does not establish natural conservation, field practice, or parasite activity"
E411,Artemisia,artemisinin_antimalarial_review,"A recent review synthesizes artemisinin chemistry, extraction, photochemistry, antimalarial mechanism, and translational context across Artemisia sources",artemisinin-prodrug-review-2024,review_artemisinin_antimalarial_chemistry_and_mechanism,"review context only; primary plant, parasite, pharmacokinetic, and safety records remain the evidentiary anchors"
E412,Artemisia absinthium,agricultural_insect_oil_assay,"Moroccan A. absinthium oil was rich in 3,3,5-trimethylcyclohexene and camphor and showed stage-dependent toxicity to Phthorimaea operculella",absinthium-potato-moth-2025,primary_absinthium_essential_oil_insecticidal_chemotype,"supports a lot-specific volatile chemotype and agricultural-insect phenotype; it is not helminth vermifuge evidence and does not identify a causal constituent"
E413,Artemisia sieberi,sesquiterpene_lactone_isolation,"Two new and two known sesquiterpene lactones were structure-confirmed from A. sieberi; isolated compounds showed antimicrobial activity in the reported assays",sieberi-antimicrobial-stl-2017,primary_sieberi_sesquiterpene_lactone_isolation,"expands confirmed STL structural space; antimicrobial endpoints do not establish antiparasitic activity, native abundance, or therapeutic selectivity"
E414,Artemisia annua,artemisinin_historical_review,"A foundational review documents the endoperoxidic artemisinin chemistry and early antimalarial evidence from A. annua",artemisinin-endoperoxide-review-1997,review_artemisinin_historical_chemistry_and_antimalarial,"historical synthesis only; no new specimen, enzyme, parasite-stage, or clinical estimate is inferred"
E415,Artemisia maritima,santonin_historical_vermifuge,"An indexed historical report documents santonin extracted from an Indian Artemisia maritima species",maritima-indian-santonin-1924,historical_santonin_vermifuge_context,"supports historical attribution context; title-level evidence cannot establish modern composition, dose, efficacy, product quality, or safety"
E416,Artemisia argyi/Artemisia princeps/Artemisia montana,essential_oil_review,"A review compares common and species-specific essential-oil chemistry and reported biological activities across three East Asian Artemisia species",argyi-essential-oil-review-2023,review_essential_oil_composition_and_activity,"supports discovery and comparative oil framing; review synthesis does not replace specimen-level primary chemistry or establish antiparasitic efficacy"
E417,Artemisia argyi,genome_size_variation,"Flow-cytometric genome-size measurements across 42 Chinese accessions showed substantial intraspecific variation and three clusters not associated with geography; a genome survey provided repeat and heterozygosity context",argyi-genome-size-2023,primary_genome_size_and_intraspecific_variation,"supports cytotype/genome-size stratification before orthology or dosage inference; it does not identify TPS copy number, establish ploidy in every accession, or prove terpene flux"
E418,Artemisia annua,cold_adaptation_transcriptome,"Leaf and root transcriptomes and metabolite profiles changed dynamically during cold exposure and de-adaptation, with organ-specific regulatory and carbon/nitrogen responses",annua-cold-organ-dynamics-2024,primary_organ_resolved_environmental_transcriptomics,"supports tissue- and time-resolved environment/chemistry sampling; transcriptome and metabolite shifts are not direct evidence of parasite activity or conserved cross-species regulation"
E419,Artemisia selengensis,chloroplast_phylogenomics,"Complete plastomes from 10 resources were highly conserved in coding regions but contained variable regions and supported resource-level phylogenetic comparison",selengensis-plastome-2024,primary_plastome_phylogenomics,"supports plastid phylogenetic context and marker selection; plastome relationships are not nuclear TPS orthology, gene-family evolution, or pathway-function evidence"
E420,Artemisia argyi,cadmium_stress_transcriptome,"Soil cadmium exposure altered physiology, cellular cadmium handling, and expression of terpenoid, flavonoid, and sugar-related pathways in A. argyi",argyi-cadmium-transcriptome-2024,primary_environmental_stress_transcriptomics,"supports a cross-species stress/transcriptome context; altered pathway expression does not establish native metabolite flux, adaptive fitness, or antiparasitic activity"
E421,Artemisia selengensis,karyotype_and_genome_survey,"A. selengensis was reported as diploid with 2n=36; flow cytometry estimated 12 pg 2C DNA and approximately 5.87 Gb, while the preliminary nanopore assembly was highly fragmented",selengensis-genome-survey-2022,primary_karyotype_genome_survey,"supports genome-architecture and cytotype context; fragmented assembly and failed k-mer peak prevent gene-family, orthology, or pathway-completeness inference"
E422,Artemisia subgenus Seriphidium,chloroplast_phylogenomics,"Eighteen plastomes from 16 Seriphidium species plus one published taxon showed conserved structure but polyphyletic relationships and eight variable loci",seriphidium-plastome-2023,primary_seriphidium_plastome_phylogenomics,"supports broad plastid sampling and taxonomic-covariate design; plastome topology is not nuclear TPS orthology or terpene-function evolution"
E423,Artemisia annua,tissue_resolved_artemisinin_analytical_method,"UPLC-QQQ-MS/MS simultaneously quantified amorpha-4,11-diene, artemisinic aldehyde, dihydroartemisinic acid, artemisinic acid, artemisinin B, artemisitene, and artemisinin across roots, stems, leaves, and lateral branches",annua-seven-compounds-uplc-2024,primary_tissue_resolved_targeted_metabolomics,"supports harmonized multi-analyte and tissue-resolved measurement; method validation and abundance do not establish parasite activity or pathway flux by themselves"
E424,Artemisia argyi,trichome_multiomics,"Integrated transcriptome/metabolome analysis nominated AaMYB1 and AaYABBY1 for flavonoid biosynthesis, and heterologous overexpression increased flavonoids and trichome density",argyi-flavonoid-trichome-multiomics-2024,primary_argyi_trichome_multiomics_and_heterologous_validation,"supports a non-terpene trichome/development control and candidate regulatory network; heterologous validation does not establish terpene flux or antiparasitic activity"
E425,Artemisia sphaerocephala,drought_transcriptome,"Full-length and short-read transcriptomics under drought and rewatering resolved physiological and hormone, carbohydrate, glyoxylate, and nitrogen-response changes",sphaerocephala-drought-transcriptome-2025,primary_environmental_full_length_transcriptomics,"supports drought-aware sampling and transcript-isoform context; no direct terpene product, parasite phenotype, or cross-species function is inferred"
E426,Artemisia maritima/Artemisia absinthium,plastome_phylogenomics,"Complete chloroplast genomes of A. maritima and A. absinthium were compared with Artemisia resources; both were approximately 151 kb and 20 polymorphic regions were proposed for taxonomic markers",maritima-absinthium-plastome-2020,primary_plastome_phylogenomics,"supports wormwood accession and taxonomic sampling; plastome similarity does not establish nuclear TPS/OSC orthology, terpene chemistry, or vermifuge function"
E427,Artemisia annua,negative_protozoan_translation,"Artemisinin, artesunate, and dried-leaf slurry did not reduce B. microti parasitemia in mice at the tested regimen; artemisinin and A. annua were essentially ineffective against six Candida species at tested concentrations",annua-babesia-negative-2021,primary_negative_translation,"negative result is preparation-, dose-, parasite-, and model-specific; it prevents extrapolating malaria efficacy to Babesia or fungi and does not identify a missing terpene mechanism"
E428,Artemisia argyi,essential_oil_insect_assay,"GC-MS identified 32 oil components and isolated eucalyptol, beta-pinene, beta-caryophyllene, and camphor; oil and isolated compounds showed contact, fumigant, or repellency effects against Lasioderma serricorne adults",argyi-lasioderma-compounds-2014,primary_constituent_resolved_insect_assay,"constituent-resolved arthropod evidence supports mixture/fractionation hypotheses; it is not helminth, malaria-parasite, or human therapeutic evidence"
E429,Artemisia annua,oil_hydrosol_chemotype,"Serbian A. annua oil was rich in artemisia ketone and trans-caryophyllene, while hydrosol concentrated camphor, 1,8-cineole, and artemisia ketone; 17 studies and 61 accessions were grouped into four oil chemotypes",annua-serbia-oil-hydrosol-2022,primary_chemotype_and_preparation_comparison,"supports preparation- and chemotype-aware sampling; hydrosol/oil partitioning does not establish antiparasitic activity or clinical interchangeability"
E430,Artemisia absinthium,vector_larvicidal_assay,"Leaf oil and three major constituents were tested against six mosquito vectors; beta-farnesene, en-yn-dicycloether, and beta-ocimene showed species-specific larvicidal LC50 values and non-target aquatic toxicity was also measured",absinthium-mosquito-larvicide,primary_constituent_resolved_vector_assay,"supports a compound-resolved vector-control phenotype and non-target comparison; vector activity is not gastrointestinal anthelmintic efficacy or proof of safe human exposure"
E431,Artemisia annua,artemisinin_pathway_enzyme,"A cDNA encoding amorpha-4,11-diene synthase was expressed in E. coli and tobacco; recombinant enzyme converted FPP to amorpha-4,11-diene and tobacco accumulated 0.2-1.7 ng/g fresh weight",annua-ads-wallaart-2001,primary_recombinant_enzyme_and_heterologous_expression,"supports a step-level ADS catalytic anchor and heterologous product formation; it does not establish native flux, conservation in other Artemisia species, or parasite activity"
E432,Artemisia anomala,sesquiterpene_lactone_isolation,"Aerial parts yielded a new dimeric guaianolide, a glaucolide, a seco-guaiaretic acid, two guaianolides, and five known sesquiterpene lactones; structures were assigned spectroscopically",anomala-guaianolide-dimers-2010,primary_structure_confirmed_isolation,"expands dimeric and monomeric STL chemical space; cytotoxicity/COX-2 endpoints do not establish antiparasitic activity or native pathway genes"
E433,Artemisia dubia,sesquiterpene_lactone_isolation,"A. dubia material yielded eight new artemdubolides and nineteen known sesquiterpene lactones with extensive 2D-NMR structure elucidation",dubia-highly-oxygenated-guaianolides-2010,primary_structure_confirmed_isolation,"supports highly oxygenated guaianolide diversity in one preparation; weak tumor-cell inhibition is not parasite efficacy or a species-wide abundance estimate"
E434,Artemisia myriantha,sesquiterpene_lactone_isolation,"Aerial parts yielded ten guaianolides including artemyriantholide E, tanaphillin, dehydroleucodin-related compounds, arglabin, and 8alpha-acetoxyarglabin",myriantha-guaianolides-2018,primary_structure_confirmed_isolation,"supports specimen-bounded guaianolide occurrence and structural diversity; cytotoxicity is not antiparasitic or pathway-function evidence"
E435,Artemisia argyi,sesquiterpene_lactone_isolation_and_stereochemistry,"An ethyl-acetate aerial-part extract yielded guaianolides, seco-tanapartholides, five new sesquiterpene lactones, and known lactones; ECD/VCD established absolute configurations and compounds 1-5 inhibited T-cell proliferation at 1.0-3.7 micromolar",argyi-stl-configuration-2019,primary_structure_confirmed_isolation_and_configuration,"supports authenticated STL space and stereochemical reporting; immunosuppressant activity does not establish parasite efficacy, host selectivity, or native pathway evolution"
E436,Artemisia argyi,sesquiterpene_lactone_isolation,"Leaves yielded one new eudesmane sesquiterpenoid, two new guaianolide sesquiterpenoids, and three known sesquiterpenoids by spectroscopy and ECD; one compound inhibited BGC-823 cells at 49.87 micromolar",argyi-new-sesquiterpenoids-2021,primary_structure_confirmed_isolation,"supports leaf-specific sesquiterpene and guaianolide occurrence; cytotoxicity does not establish antiparasitic activity or pathway function"
E437,Artemisia princeps,wormwood_essential_oil_host_response,"Dietary A. princeps essential oil with or without vitamin E altered LDL oxidation, HepG2 cholesterol-related gene expression, and showed cytotoxicity at higher concentration",princeps-wormwood-oil-toxicity-2007,primary_safety_and_host_response,"supports preparation-specific host-response and safety boundaries; it is not an anthelmintic or terpene-specific mechanism"
E438,Artemisia annua,sesquiterpene_synthase_protein_engineering,"SCOPE was applied to automated combinatorial libraries and active-site recombination of plant sesquiterpene synthases to study catalytic divergence",sesqui-scope-protein-engineering-2012,primary_protein_engineering_method,"supports an experimentally tractable sequence-function method; library design and heterologous activity do not establish native Artemisia evolution or parasite activity"
E439,Artemisia gorgonum,sesquiterpene_lactone_structure_and_phytotoxicity,"Santonin-derived synthesis and natural-product revision resolved seven sesquiterpene lactones, including X-ray-supported absolute configurations; a seco-guaianolide showed strong phytotoxicity",gorgonum-seco-guaianolides-2012,primary_structure_confirmed_synthesis_and_phytotoxicity,"supports stereochemical and defense-chemistry context; phytotoxicity is not antiparasitic efficacy"
E440,Artemisia mongolica,sesquiterpene_lactone_isolation,"Aerial parts yielded seven undescribed and seventeen known sesquiterpenes, including dimeric guaianolides and sesquiterpene lactones, with NMR/HRESIMS/ECD and selected X-ray support",mongolica-guaianolides-2024,primary_structure_confirmed_isolation,"expands authenticated dimeric and monomeric STL space; melanogenesis and anti-inflammatory endpoints do not establish parasite activity"
E441,Artemisia myriantha,sesquiterpenolide_isolation,"Bioassay-guided isolation yielded 19 new sesquiterpenolides: 13 germacranolides, four guaianolides, and two eudesmanolides, plus 16 known sesquiterpenoids; X-ray confirmed selected configurations",myriantha-artemyrianolides-2020,primary_structure_confirmed_isolation,"expands authenticated C15 lactone space and unusual cis-fused 10/5 and (7S) architectures; hepatoma cytotoxicity is not parasite efficacy"
E442,Artemisia dubia,dimeric_sesquiterpenoid_isolation,"Bioassay-guided LC-MS isolation yielded 20 previously undescribed guaiane-type sesquiterpenoid dimers; A-Q were proposed Diels-Alder adducts and R-T ester-linked, with seven X-ray confirmations",dubia-artemidubolides-2022,primary_structure_confirmed_isolation,"supports dimeric guaianolide structural diversity and a testable assembly hypothesis; cytotoxicity and proposed biosynthesis do not establish antiparasitic activity"
E443,Artemisia princeps,dimeric_sesquiterpenoid_isolation,"Isolation yielded 13 new sesquiterpenoid dimers plus 11 known compounds; spectroscopy, ECD, and X-ray supported structures, and all were postulated to derive from Diels-Alder cycloaddition",princeps-artemiprinolides-2023,primary_structure_confirmed_isolation,"supports dimeric STL diversity and structure-guided follow-up; hepatoma cytotoxicity and docking to PRKACA are not parasite-protein evidence"
E444,Artemisia porrecta,sesquiterpene_lactone_isolation,"Twenty-seven sesquiterpene lactones were isolated, including ten undescribed compounds and 17 known compounds spanning eudesmanolides, germacranolides, melampolides, and heliangolides; structure assignments used NMR, HR-ESI-MS, ECD, and X-ray",porrecta-stls-2025,primary_structure_confirmed_isolation,"broadens authenticated STL class coverage in one preparation; anti-inflammatory activity is not antiparasitic efficacy"
E445,Artemisia myriantha var. pleiocephala,guaiane_sesquiterpenoid_isolation,"Eight undescribed guaiane-type sesquiterpenoids and 14 known compounds were characterized by spectroscopy and TDDFT-ECD; four new compounds showed hepatoma-cell inhibition",myriantha-artemiyrianins-2025,primary_structure_confirmed_isolation,"supports a variety-specific guaiane chemical space; cell inhibition does not establish parasite activity or native pathway evolution"
E446,Artemisia sacrorum,highly_oxygenated_sesquiterpene_lactone_isolation,"Twenty-three undescribed guaiane-type sesquiterpene lactones were isolated, including acetoxylated alpha-methylene-gamma-lactones and two 1,10-rearranged structures",sacrorum-highly-oxygenated-stls-2024,primary_structure_confirmed_isolation,"expands highly oxygenated and rearranged STL space; hepatoma activity is not antiparasitic efficacy"
E447,Artemisia mongolica,sesquiterpene_lactone_isolation,"Twelve undescribed and seven known sesquiterpene lactones were isolated from whole plant material with NMR, HRESIMS, ECD, and selected X-ray support",mongolica-stls-2022,primary_structure_confirmed_isolation,"supports whole-plant STL diversity and stereochemical authentication; tumor-cell activity is not parasite efficacy"
